comuna,ica,fecha,id
comuna 13,87,2024-06-23,20334
comuna 16,77,2024-06-25,42342
comuna 3,91,2024-07-31,46874
comuna 10,27,2024-07-31,48937
comuna 1,100,2024-07-31,5381
comuna 16,97,2024-07-31,34250
comuna 7,39,2024-01-30,8169
comuna 14,94,2024-07-31,34877
comuna 8,10,2024-06-23,47650
comuna 4,44,2024-01-30,41315
comuna 13,20,2024-06-23,47103
comuna 11,18,2024-01-30,34584
comuna 2,33,2024-06-23,16632
comuna 2,98,2024-01-30,5306
comuna 12,66,2024-07-31,18059
comuna 10,20,2024-07-31,9923
comuna 13,27,2024-07-31,37517
comuna 1,74,2024-07-31,35533
comuna 2,12,2024-07-31,683
comuna 6,32,2024-06-25,27568
comuna 6,41,2024-06-25,17039
comuna 13,71,2024-01-30,22298
comuna 4,95,2024-07-31,39578
comuna 6,19,2024-07-31,41807
comuna 6,70,2024-07-31,40459
comuna 5,18,2024-01-30,35572
comuna 12,64,2024-01-30,20625
comuna 14,29,2024-06-23,25064
comuna 9,39,2024-06-25,13136
comuna 1,71,2024-06-23,48837
comuna 4,67,2024-06-25,27509
comuna 5,44,2024-06-23,41341
comuna 1,72,2024-06-25,27264
comuna 11,14,2024-07-31,28461
comuna 11,53,2024-06-23,30410
comuna 4,60,2024-01-30,3399
comuna 11,30,2024-07-31,33929
comuna 8,95,2024-01-30,48869
comuna 8,20,2024-06-23,30289
comuna 9,79,2024-01-30,14784
comuna 1,37,2024-01-30,34300
comuna 7,11,2024-06-23,49795
comuna 7,43,2024-06-23,15297
comuna 3,77,2024-06-23,21814
comuna 15,57,2024-07-31,44366
comuna 8,12,2024-01-30,34199
comuna 11,51,2024-06-25,16930
comuna 4,53,2024-07-31,31007
comuna 8,87,2024-01-30,19126
comuna 14,81,2024-06-23,18100
comuna 13,23,2024-06-23,3054
comuna 15,48,2024-06-25,48502
comuna 14,11,2024-07-31,12154
comuna 5,78,2024-01-30,8476
comuna 8,73,2024-06-25,25183
comuna 7,39,2024-01-30,23815
comuna 4,15,2024-06-23,32275
comuna 4,93,2024-06-25,36987
comuna 6,44,2024-06-25,7311
comuna 1,60,2024-07-31,17406
comuna 15,36,2024-06-23,25551
comuna 8,46,2024-06-25,7520
comuna 4,10,2024-06-23,46314
comuna 8,11,2024-06-23,2225
comuna 6,86,2024-06-23,49256
comuna 13,31,2024-07-31,45066
comuna 13,23,2024-06-23,36988
comuna 14,78,2024-06-25,24756
comuna 3,68,2024-07-31,28731
comuna 7,28,2024-06-25,37807
comuna 13,68,2024-06-25,17887
comuna 9,48,2024-06-23,25244
comuna 12,79,2024-07-31,18889
comuna 4,100,2024-06-23,32827
comuna 11,74,2024-07-31,1488
comuna 3,49,2024-06-25,49362
comuna 15,83,2024-01-30,39038
comuna 1,64,2024-06-23,21929
comuna 5,77,2024-01-30,37792
comuna 16,67,2024-06-25,3585
comuna 10,28,2024-01-30,30216
comuna 4,18,2024-07-31,22693
comuna 13,32,2024-06-23,39858
comuna 1,68,2024-06-23,46551
comuna 4,98,2024-06-23,38873
comuna 6,61,2024-06-25,7627
comuna 5,37,2024-07-31,11781
comuna 6,60,2024-06-23,7595
comuna 12,64,2024-01-30,49985
comuna 5,97,2024-06-23,37321
comuna 1,46,2024-01-30,34721
comuna 16,40,2024-06-23,6224
comuna 7,61,2024-01-30,26971
comuna 15,88,2024-06-25,40509
comuna 6,27,2024-07-31,24928
comuna 16,15,2024-06-23,33703
comuna 7,68,2024-06-25,24916
comuna 5,34,2024-01-30,17285
comuna 13,18,2024-07-31,38347
comuna 12,13,2024-01-30,49287
comuna 9,86,2024-06-25,39033
comuna 5,59,2024-01-30,23533
comuna 2,18,2024-01-30,38616
comuna 14,22,2024-01-30,15727
comuna 12,95,2024-06-23,16671
comuna 15,84,2024-06-25,31551
comuna 5,59,2024-06-23,30171
comuna 6,69,2024-06-23,38984
comuna 2,22,2024-07-31,8650
comuna 1,88,2024-06-23,2839
comuna 1,29,2024-01-30,3028
comuna 15,93,2024-06-25,27605
comuna 16,81,2024-06-23,23268
comuna 2,67,2024-07-31,22864
comuna 1,98,2024-01-30,7492
comuna 9,10,2024-07-31,135
comuna 8,53,2024-06-25,4389
comuna 2,15,2024-01-30,7917
comuna 7,75,2024-01-30,13816
comuna 8,21,2024-07-31,15440
comuna 10,72,2024-07-31,28883
comuna 7,27,2024-01-30,4018
comuna 4,97,2024-01-30,9613
comuna 7,32,2024-01-30,49195
comuna 12,68,2024-07-31,13698
comuna 10,16,2024-06-25,10934
comuna 5,51,2024-01-30,48365
comuna 6,78,2024-01-30,20973
comuna 4,68,2024-01-30,37600
comuna 7,87,2024-01-30,1152
comuna 3,71,2024-06-25,37700
comuna 11,66,2024-06-23,20793
comuna 8,45,2024-06-23,16349
comuna 6,95,2024-07-31,14395
comuna 2,65,2024-06-25,34869
comuna 10,18,2024-01-30,44151
comuna 7,27,2024-01-30,42916
comuna 10,61,2024-07-31,5533
comuna 2,63,2024-01-30,4604
comuna 9,37,2024-07-31,35837
comuna 8,48,2024-01-30,12241
comuna 4,100,2024-07-31,24781
comuna 5,87,2024-06-25,6931
comuna 3,58,2024-06-23,48805
comuna 9,19,2024-06-25,871
comuna 1,16,2024-07-31,2612
comuna 14,69,2024-06-23,15062
comuna 13,22,2024-06-23,1129
comuna 16,55,2024-07-31,19276
comuna 10,32,2024-01-30,34574
comuna 8,57,2024-06-25,36569
comuna 13,13,2024-06-25,36726
comuna 13,94,2024-06-25,19198
comuna 9,96,2024-01-30,26851
comuna 1,98,2024-06-23,20887
comuna 10,69,2024-06-25,7577
comuna 16,82,2024-06-23,8004
comuna 2,38,2024-07-31,10049
comuna 9,75,2024-07-31,48938
comuna 12,83,2024-07-31,33880
comuna 4,81,2024-07-31,33969
comuna 8,79,2024-07-31,11294
comuna 13,70,2024-06-23,45349
comuna 12,71,2024-06-25,15022
comuna 16,26,2024-01-30,35046
comuna 10,96,2024-01-30,27197
comuna 12,45,2024-07-31,48197
comuna 16,22,2024-01-30,40614
comuna 9,77,2024-01-30,2713
comuna 9,81,2024-01-30,37710
comuna 8,95,2024-06-25,42534
comuna 6,96,2024-06-23,16821
comuna 3,73,2024-06-23,37276
comuna 12,46,2024-06-25,39648
comuna 8,41,2024-06-25,5392
comuna 12,71,2024-01-30,12712
comuna 12,29,2024-06-25,21312
comuna 12,41,2024-06-23,21434
comuna 5,71,2024-01-30,1045
comuna 11,62,2024-06-23,28699
comuna 2,98,2024-07-31,21075
comuna 9,82,2024-06-23,25457
comuna 15,39,2024-06-23,41476
comuna 14,82,2024-06-23,40667
comuna 16,20,2024-06-25,48394
comuna 12,90,2024-06-25,49809
comuna 10,70,2024-07-31,22887
comuna 15,20,2024-06-25,13149
comuna 3,88,2024-01-30,5017
comuna 4,58,2024-06-23,49097
comuna 10,92,2024-06-23,42613
comuna 15,33,2024-06-25,22936
comuna 13,81,2024-06-23,22617
comuna 13,62,2024-06-23,28734
comuna 14,82,2024-06-23,34395
comuna 9,71,2024-06-23,23505
comuna 8,44,2024-01-30,19030
comuna 4,92,2024-07-31,38389
comuna 4,27,2024-01-30,28967
comuna 10,91,2024-07-31,39136
comuna 3,80,2024-06-25,17505
comuna 12,57,2024-01-30,24056
comuna 5,90,2024-06-25,42880
comuna 6,97,2024-01-30,39442
comuna 11,46,2024-06-23,21075
comuna 5,24,2024-06-25,26101
comuna 13,85,2024-01-30,11839
comuna 6,69,2024-07-31,16695
comuna 6,10,2024-07-31,2834
comuna 4,73,2024-06-25,24477
comuna 8,41,2024-06-23,39378
comuna 8,40,2024-01-30,21342
comuna 15,14,2024-07-31,38500
comuna 3,23,2024-06-23,32572
comuna 11,64,2024-06-23,5050
comuna 5,72,2024-06-23,10077
comuna 10,71,2024-06-23,9009
comuna 8,86,2024-07-31,15513
comuna 16,94,2024-06-23,1829
comuna 12,73,2024-06-23,7342
comuna 5,51,2024-06-25,48327
comuna 1,24,2024-07-31,34875
comuna 9,32,2024-01-30,46354
comuna 4,99,2024-07-31,9503
comuna 13,42,2024-01-30,2809
comuna 9,84,2024-01-30,19173
comuna 8,95,2024-07-31,39796
comuna 7,89,2024-07-31,34508
comuna 10,65,2024-01-30,4737
comuna 15,69,2024-07-31,21960
comuna 16,40,2024-06-23,21913
comuna 3,26,2024-06-23,22146
comuna 9,29,2024-06-25,45112
comuna 16,57,2024-06-25,33846
comuna 5,28,2024-07-31,4698
comuna 8,21,2024-07-31,18090
comuna 12,93,2024-07-31,17955
comuna 12,69,2024-07-31,39002
comuna 15,35,2024-07-31,24546
comuna 7,43,2024-06-23,42203
comuna 11,38,2024-06-25,6357
comuna 12,35,2024-06-25,43163
comuna 2,24,2024-06-23,10269
comuna 14,80,2024-06-23,28170
comuna 7,41,2024-06-25,24477
comuna 7,81,2024-07-31,25103
comuna 14,29,2024-06-23,38001
comuna 2,64,2024-06-23,27920
comuna 7,87,2024-06-25,31708
comuna 12,11,2024-01-30,355
comuna 13,44,2024-06-23,34958
comuna 4,81,2024-07-31,1218
comuna 2,71,2024-01-30,44510
comuna 10,81,2024-01-30,48558
comuna 3,43,2024-06-23,42757
comuna 15,21,2024-01-30,42243
comuna 10,90,2024-06-23,38048
comuna 3,22,2024-06-25,35408
comuna 5,100,2024-07-31,9149
comuna 10,93,2024-07-31,24938
comuna 14,51,2024-07-31,24027
comuna 5,94,2024-01-30,14748
comuna 14,95,2024-06-25,14100
comuna 6,51,2024-06-23,38006
comuna 4,30,2024-01-30,31823
comuna 9,95,2024-07-31,24946
comuna 2,34,2024-06-23,39233
comuna 16,67,2024-06-23,10331
comuna 8,85,2024-06-25,16888
comuna 1,14,2024-06-23,24546
comuna 4,49,2024-07-31,21141
comuna 6,93,2024-07-31,17100
comuna 2,70,2024-06-23,3263
comuna 3,77,2024-06-23,11809
comuna 5,18,2024-07-31,8414
comuna 10,29,2024-06-23,2997
comuna 3,75,2024-01-30,38343
comuna 16,71,2024-06-23,48904
comuna 7,41,2024-06-25,15797
comuna 10,100,2024-07-31,36544
comuna 5,93,2024-06-25,13031
comuna 12,37,2024-06-25,35556
comuna 2,62,2024-01-30,3070
comuna 2,72,2024-06-25,8289
comuna 10,91,2024-07-31,19147
comuna 2,42,2024-07-31,31704
comuna 8,10,2024-07-31,34455
comuna 10,44,2024-06-25,24245
comuna 2,92,2024-06-23,44889
comuna 12,61,2024-01-30,36091
comuna 5,29,2024-06-23,3306
comuna 8,88,2024-07-31,14052
comuna 9,79,2024-07-31,44968
comuna 6,100,2024-01-30,47594
comuna 1,58,2024-06-23,12285
comuna 13,76,2024-06-23,31136
comuna 15,15,2024-01-30,22935
comuna 7,27,2024-07-31,26020
comuna 14,64,2024-06-25,42836
comuna 10,72,2024-01-30,46509
comuna 2,75,2024-07-31,7942
comuna 9,29,2024-01-30,41911
comuna 4,45,2024-07-31,15530
comuna 6,85,2024-06-23,37986
comuna 11,67,2024-07-31,13506
comuna 7,20,2024-01-30,25287
comuna 15,14,2024-01-30,36856
comuna 12,53,2024-01-30,18772
comuna 12,34,2024-06-23,12336
comuna 4,66,2024-06-23,10319
comuna 8,97,2024-06-23,44096
comuna 4,60,2024-06-23,16846
comuna 11,15,2024-06-25,25308
comuna 14,91,2024-07-31,45654
comuna 5,71,2024-06-25,42800
comuna 12,33,2024-01-30,1262
comuna 16,99,2024-01-30,17127
comuna 13,10,2024-06-25,29500
comuna 3,86,2024-01-30,37342
comuna 1,74,2024-07-31,25455
comuna 12,14,2024-06-23,40377
comuna 7,98,2024-01-30,46372
comuna 9,12,2024-06-25,9736
comuna 1,51,2024-06-23,40509
comuna 1,47,2024-06-23,31937
comuna 10,65,2024-07-31,12423
comuna 15,75,2024-07-31,3831
comuna 9,71,2024-06-25,15284
comuna 9,39,2024-07-31,14310
comuna 1,57,2024-06-25,29539
comuna 7,82,2024-06-23,17054
comuna 15,56,2024-01-30,31905
comuna 15,35,2024-06-25,49237
comuna 14,59,2024-06-23,13886
comuna 5,99,2024-01-30,35925
comuna 12,75,2024-07-31,10896
comuna 6,40,2024-06-23,6235
comuna 15,79,2024-06-23,31348
comuna 9,60,2024-01-30,46549
comuna 5,18,2024-01-30,22807
comuna 10,63,2024-07-31,17333
comuna 5,87,2024-06-25,6919
comuna 1,35,2024-07-31,18705
comuna 5,77,2024-06-23,11906
comuna 8,10,2024-07-31,6835
comuna 12,78,2024-07-31,46153
comuna 9,54,2024-06-25,42881
comuna 1,97,2024-07-31,28282
comuna 1,57,2024-06-25,872
comuna 11,91,2024-01-30,40022
comuna 13,21,2024-06-25,19670
comuna 2,18,2024-07-31,15326
comuna 7,15,2024-06-23,17328
comuna 11,85,2024-01-30,46954
comuna 11,86,2024-06-25,18730
comuna 7,63,2024-07-31,42923
comuna 16,75,2024-01-30,26140
comuna 4,99,2024-07-31,17501
comuna 12,54,2024-06-23,2444
comuna 4,18,2024-01-30,10340
comuna 14,95,2024-06-23,20271
comuna 2,31,2024-06-25,21728
comuna 11,13,2024-06-25,2054
comuna 11,55,2024-06-23,18737
comuna 1,89,2024-07-31,11467
comuna 16,96,2024-06-23,7683
comuna 11,15,2024-07-31,22097
comuna 2,78,2024-06-23,46664
comuna 2,100,2024-06-25,23192
comuna 7,12,2024-06-25,47251
comuna 1,78,2024-06-23,349
comuna 15,24,2024-01-30,35236
comuna 1,86,2024-07-31,2291
comuna 6,40,2024-07-31,6235
comuna 5,23,2024-01-30,17533
comuna 6,61,2024-01-30,22279
comuna 4,36,2024-06-23,16155
comuna 7,12,2024-06-23,44666
comuna 5,62,2024-06-23,48314
comuna 7,93,2024-01-30,14196
comuna 9,12,2024-07-31,34896
comuna 13,79,2024-07-31,6796
comuna 2,39,2024-01-30,44201
comuna 3,95,2024-01-30,45196
comuna 8,69,2024-07-31,27866
comuna 12,76,2024-06-25,33018
comuna 4,75,2024-06-23,14834
comuna 14,83,2024-07-31,41529
comuna 7,90,2024-01-30,27058
comuna 5,46,2024-06-23,25503
comuna 12,10,2024-06-25,15304
comuna 2,62,2024-01-30,7343
comuna 12,15,2024-07-31,33012
comuna 14,90,2024-06-23,28072
comuna 3,99,2024-07-31,33701
comuna 14,63,2024-01-30,27939
comuna 1,42,2024-07-31,4502
comuna 14,77,2024-01-30,22558
comuna 5,94,2024-06-25,35090
comuna 1,42,2024-01-30,2419
comuna 2,56,2024-06-23,7353
comuna 12,18,2024-06-25,25117
comuna 11,88,2024-07-31,32753
comuna 1,26,2024-06-23,44169
comuna 2,58,2024-06-25,10559
comuna 16,47,2024-06-25,2784
comuna 3,90,2024-07-31,43975
comuna 1,23,2024-06-23,34991
comuna 8,18,2024-06-23,24008
comuna 12,61,2024-06-25,39417
comuna 14,36,2024-06-23,4413
comuna 16,14,2024-01-30,47375
comuna 16,25,2024-06-25,10567
comuna 12,96,2024-01-30,12629
comuna 6,93,2024-06-25,27368
comuna 15,35,2024-07-31,42832
comuna 2,23,2024-06-25,2589
comuna 4,23,2024-06-23,37196
comuna 10,63,2024-06-25,48239
comuna 14,35,2024-06-25,39554
comuna 7,43,2024-06-23,16921
comuna 16,27,2024-01-30,47970
comuna 1,22,2024-06-23,36288
comuna 13,76,2024-01-30,35719
comuna 8,95,2024-07-31,4178
comuna 14,32,2024-07-31,33109
comuna 7,83,2024-06-23,804
comuna 8,68,2024-06-25,11552
comuna 6,39,2024-01-30,16655
comuna 2,60,2024-06-23,12508
comuna 4,67,2024-06-25,17268
comuna 14,34,2024-01-30,15175
comuna 3,13,2024-07-31,38649
comuna 1,100,2024-06-23,42427
comuna 4,78,2024-06-25,13556
comuna 2,16,2024-07-31,7298
comuna 6,97,2024-06-25,23134
comuna 3,66,2024-06-25,13951
comuna 9,51,2024-01-30,827
comuna 5,28,2024-01-30,4302
comuna 14,16,2024-07-31,11863
comuna 6,64,2024-06-25,45032
comuna 8,17,2024-06-25,43121
comuna 9,66,2024-07-31,18088
comuna 15,41,2024-01-30,47832
